area,bathroom_num,bedroom_num,floor_count,floor_num,furnishing,locality,type,price
400,1,1,4,2,2,10,0,10500
730,1,1,18,2,1,10,0,12500
250,1,1,4,4,1,10,0,12000
460,1,1,4,3,1,10,1,12000
400,1,1,18,2,1,10,0,11000
600,1,1,7,1,1,10,0,11000
250,1,1,4,1,2,10,0,12000
300,1,1,7,3,2,10,0,11000
500,2,1,18,4,0,10,0,12000
400,1,1,4,4,2,3,0,11000
250,1,1,3,1,2,10,0,11000
300,1,1,6,3,2,5,0,12000
275,1,1,6,3,1,5,0,12000
400,1,1,2,1,1,10,0,12500
560,1,1,5,0,2,10,0,11000
270,1,1,7,2,2,10,0,11000
225,1,1,7,3,2,10,0,11000
489,1,1,21,20,1,10,0,10333
500,1,1,4,4,0,1,0,12500
850,1,1,5,3,1,1,0,12000
550,2,1,25,24,2,10,0,12000
560,2,1,2,1,2,10,0,12000
695,2,1,10,7,2,10,0,12500
680,2,1,7,5,2,10,0,11500
540,1,1,4,0,2,10,1,12500
521,1,1,5,3,2,10,0,12500
340,1,1,7,1,2,10,0,11300
250,1,1,7,5,2,8,0,11500
525,2,1,23,19,2,10,0,12500
350,1,1,5,5,1,10,0,12000
625,1,1,7,5,2,10,0,12000
335,1,1,3,2,2,10,0,12000
300,1,1,22,13,2,10,0,12500
560,1,1,4,3,2,10,0,11000
250,1,1,4,2,2,10,0,11000
850,2,1,19,9,2,10,0,12000
320,1,1,3,1,2,10,0,12000
290,1,1,7,7,2,10,0,11000
550,2,1,4,4,2,10,1,10500
340,1,1,7,-2,1,10,0,11000
560,1,1,7,4,2,10,0,11000
650,1,1,7,5,2,10,0,12500
540,1,1,4,4,2,10,1,11000
342,1,1,7,3,2,10,0,12000
350,1,1,4,1,2,10,0,12500
700,1,1,5,3,2,10,0,11000
610,1,1,7,4,2,10,0,12500
200,1,1,4,1,2,0,0,10500
290,1,1,7,7,2,10,0,11000
585,1,1,4,1,2,10,0,12000
600,2,1,7,4,2,10,0,12000
650,1,1,7,2,2,10,0,11900
540,1,1,4,3,2,10,1,11000
300,1,1,7,2,2,10,0,11500
560,1,1,4,0,2,10,0,11000
250,1,1,4,3,0,0,0,12000
290,1,1,7,7,2,10,0,11000
560,1,1,3,1,0,10,0,12000
600,2,1,7,3,2,10,0,12500
340,1,1,7,1,2,10,0,11750
650,1,1,7,7,2,10,0,11000
247,1,1,4,2,0,10,0,11500
290,1,1,7,7,2,10,0,11000
560,1,1,2,2,1,10,0,12500
600,1,1,4,2,2,10,0,11000
340,1,1,7,3,2,10,0,12000
247,1,1,4,2,0,10,0,12000
290,1,1,7,7,2,10,0,11000
560,1,1,3,1,2,10,0,12000
590,2,1,7,2,2,10,0,11000
380,1,1,7,1,2,10,0,11000
250,1,1,7,1,2,10,0,11500
290,1,1,7,7,2,10,0,11000
570,2,1,7,5,2,10,0,12000
340,1,1,7,1,2,10,0,11000
550,1,1,7,1,1,0,0,12000
290,1,1,7,7,2,10,0,11000
600,1,1,7,4,2,10,0,11000
340,1,1,7,2,2,10,0,12200
290,1,1,7,7,2,10,0,11000
290,1,1,7,7,2,10,0,11000
290,1,1,7,7,2,10,0,11000
550,1,1,4,1,2,10,0,10500
290,1,1,7,7,2,10,0,11000
550,1,1,4,1,2,10,0,11000
340,1,1,7,1,2,10,0,11500
340,1,1,7,1,2,10,0,11500
340,1,1,7,7,2,10,0,11000
380,1,1,7,4,2,10,0,10500
340,1,1,7,1,2,10,0,11500
380,1,1,7,2,2,10,0,10500
2580,4,4,39,27,1,10,0,90000
2400,4,4,36,15,1,6,0,80000
2365,4,4,22,11,1,10,0,95000
2215,4,4,38,15,2,10,0,85000
2465,4,4,55,11,1,10,0,100000
1995,4,4,15,11,1,0,0,85000
1800,4,4,38,24,1,10,0,85000
2525,4,4,31,26,2,1,0,100000
2090,4,4,44,8,2,10,0,95000
2365,5,4,22,14,0,7,0,100000
1800,4,4,11,4,2,4,0,99000
1610,4,4,41,-1,1,10,0,85000
2500,4,4,31,26,2,10,0,100000
2726,4,4,45,7,1,10,0,80000
2400,4,4,45,14,0,10,0,100000
1500,3,4,24,-1,2,10,0,90000
2400,4,4,36,15,1,1,0,80000
2400,4,4,22,5,1,10,0,95000
1500,4,4,11,6,2,4,0,100000
2065,4,4,45,19,2,10,0,100000
2320,4,4,14,13,2,4,0,80000
1700,4,4,11,-1,2,4,0,100000
2050,4,4,21,18,2,1,0,100000
1900,4,4,7,6,1,10,0,85000
2750,4,4,36,33,1,10,0,85000
1750,3,4,20,9,2,10,0,100000
3000,4,4,20,11,1,6,0,80000
2850,3,4,53,16,0,10,0,100000
1900,5,4,45,15,0,5,0,100000
1200,3,4,4,4,2,10,0,95000
2000,4,4,7,6,0,1,0,100000
2580,4,4,45,17,0,5,0,100000
950,3,4,10,1,2,10,0,85000
2850,4,4,36,29,2,10,0,85000
2600,6,4,54,35,2,10,0,100000
3150,4,4,39,15,1,6,0,80000
2500,4,4,7,2,1,10,0,80000
2500,4,4,8,4,0,4,0,95000
2400,4,4,45,10,2,10,0,85000
2400,4,4,45,4,2,5,0,95000
2700,4,4,31,11,1,1,0,90000
2034,3,4,18,10,1,10,0,90000
2000,4,4,19,14,0,10,0,90000
1550,4,4,7,4,0,10,0,100000
1900,4,4,21,10,1,1,0,90000
1855,3,4,16,9,1,4,0,80000
2200,4,4,11,6,2,4,0,100000
2000,4,4,19,11,0,10,0,83000
1500,4,4,12,10,2,10,0,85000
2000,4,4,17,17,0,10,0,90000
1640,3,4,11,11,0,1,0,80000
2304,4,4,23,15,1,5,0,90000
1700,4,4,18,16,2,1,0,85000
3500,4,4,14,12,0,10,0,80000
2500,6,4,58,16,1,10,0,90000
1400,3,4,12,6,2,4,0,95000
2200,5,4,22,7,1,7,0,95000
2100,3,4,41,25,2,10,0,80000
1800,4,4,23,19,1,1,0,90000
2368,3,4,32,20,2,10,0,80000
2150,4,4,22,4,1,5,0,100000
2600,4,4,31,23,2,1,0,100000
3200,4,4,45,20,1,10,0,95000
1700,3,4,10,1,2,10,0,85000
2811,4,4,45,18,1,10,0,95000
2250,4,4,22,14,0,5,0,100000
2722,4,4,43,11,1,5,0,82000
1800,4,4,7,6,2,10,0,90000
2412,4,4,40,4,2,10,0,80000
2800,3,4,22,15,1,10,0,100000
3200,6,4,45,26,1,10,0,100000
2530,4,4,17,11,1,0,0,85000
2811,4,4,45,24,1,10,0,85000
2415,4,4,22,6,0,8,0,80000
2250,4,4,44,27,1,10,0,80000
2200,4,4,20,4,1,7,0,95000
2100,3,4,15,7,2,4,0,95000
2300,4,4,16,7,2,4,0,90000
2534,3,4,41,32,2,6,0,85000
1800,4,4,40,19,0,5,0,95000
1809,4,4,20,15,1,10,0,80000
2580,4,4,38,17,1,5,0,80000
1800,3,4,18,14,1,4,0,100000
1850,4,4,20,12,1,7,0,83000
2726,4,4,41,25,1,10,0,85000
2200,4,4,12,9,0,0,0,100000
2200,4,4,10,6,2,4,0,95000
2020,3,4,21,8,1,4,0,100000
1800,4,4,23,11,1,1,0,85000
1500,4,4,10,7,2,0,0,90000
1954,4,4,19,12,1,10,0,85000
2400,4,4,54,50,2,10,0,100000
3000,5,4,38,10,2,6,0,80000
1710,3,4,20,4,1,10,0,85000
2150,3,4,22,15,1,10,0,95000
2450,4,4,29,16,2,10,0,95000
3125,4,4,44,10,2,10,0,100000
1850,3,4,20,12,1,10,0,100000
3251,4,4,28,9,1,10,0,90000
2000,3,4,41,35,1,10,0,100000
2800,3,4,30,-1,1,10,0,85000
1500,3,4,18,15,0,10,0,90000
1650,4,4,7,5,1,10,0,88000
1850,4,4,7,4,1,1,0,90000
2475,4,4,20,14,2,4,0,100000
1700,3,4,18,12,2,10,0,80000
2080,4,4,14,9,2,10,0,85000
2540,4,4,40,24,2,10,0,80000
2300,4,4,39,21,2,6,0,90000
1950,4,4,17,12,2,0,0,85000
3000,4,4,16,15,1,10,0,85000
1500,3,4,6,3,2,10,0,100000
1990,4,4,25,15,1,1,0,100000
1990,4,4,20,14,1,1,0,100000
1350,3,4,7,4,0,1,0,90000
1500,3,4,4,4,1,4,0,80000
1700,5,4,13,11,0,4,0,99000
1250,3,4,7,4,0,1,0,90000
2400,4,4,22,7,0,5,0,82000
2625,4,4,58,30,2,10,0,95000
3600,5,4,40,22,2,6,0,85000
2250,5,4,36,22,2,10,0,80000
1995,4,4,15,12,1,0,0,85000
2360,4,4,22,5,0,10,0,99500
1600,4,4,21,21,2,10,0,85000
2500,4,4,31,26,2,10,0,100000
2500,4,4,41,29,1,10,0,80000
2400,4,4,36,15,1,1,0,79999
1500,4,4,6,6,2,4,1,100000
2240,4,4,7,5,0,4,0,95000
1400,3,4,7,2,0,10,0,99000
1700,3,4,10,1,2,10,0,85000
2850,4,4,36,29,2,10,0,85000
3150,4,4,39,15,1,6,0,80000
2100,4,4,14,11,1,4,0,100000
2450,4,4,45,8,2,10,0,80000
2450,4,4,55,24,1,5,0,90000
2300,4,4,31,14,1,1,0,95000
1800,4,4,23,10,1,10,0,95000
2800,5,4,55,38,1,5,0,87000
1900,4,4,23,15,0,1,0,100000
1500,4,4,11,6,2,4,0,100000
2811,4,4,45,24,1,10,0,90000
1100,2,4,4,2,1,10,0,85000
1980,3,4,18,16,1,10,0,85000
3200,6,4,45,31,1,10,0,100000
1914,3,4,23,5,1,10,0,90000
2000,4,4,22,5,1,10,0,99000
2365,4,4,20,-1,2,7,0,90000
1800,4,4,15,8,0,10,0,89000
1318,4,4,22,9,2,1,0,90000
2400,4,4,45,20,1,10,0,100000
1950,4,4,12,7,1,4,0,90000
2400,4,4,54,50,2,10,0,100000
3000,4,4,17,17,2,10,0,80000
2700,4,4,28,17,1,10,0,85000
3000,4,4,17,14,0,10,0,85000
2150,4,4,58,25,2,10,0,80000
1995,4,4,15,11,1,0,0,85000
2325,4,4,43,11,1,10,0,95000
2500,4,4,12,5,2,4,0,90000
1700,4,4,4,2,1,10,0,85000
2850,4,4,36,29,2,10,0,85000
2250,4,4,12,4,1,4,0,90000
2811,4,4,45,6,1,10,0,90000
2811,4,4,45,8,2,10,0,90000
2420,4,4,45,1,2,5,0,90000
2550,4,4,31,21,1,10,0,85000
1500,3,4,7,4,0,10,0,90000
2800,5,4,50,35,1,5,0,85000
2000,4,4,15,1,1,10,0,100000
2811,4,4,45,25,1,10,0,95000
2730,3,4,45,12,1,10,0,82000
2205,5,4,45,14,1,10,0,85000
1914,3,4,23,5,1,10,0,80000
1800,4,4,16,8,1,10,0,90000
1650,4,4,15,9,0,10,0,99000
1995,4,4,15,6,1,0,0,90000
2090,4,4,44,24,1,10,0,95000
5000,4,4,7,1,2,10,0,85000
2170,4,4,12,7,2,4,0,92300
2120,4,4,31,27,0,1,0,100000
1400,4,4,12,7,1,10,0,85000
1600,4,4,12,1,2,10,0,100000
2580,4,4,39,12,2,10,0,80000
2205,3,4,45,12,1,10,0,85000
1914,3,4,23,5,1,10,0,90000
2795,4,4,44,10,0,10,0,100000
2000,4,4,15,12,1,0,0,88000
2315,4,4,44,40,1,10,0,95000
2150,4,4,14,12,1,10,0,85000
2572,4,4,31,13,0,1,0,95000
1800,3,4,19,16,0,10,0,100000
2600,4,4,39,30,2,10,0,90000
2400,4,4,45,18,0,10,0,100000
2811,4,4,40,3,1,10,0,90000
2795,4,4,44,10,0,10,0,100000
1700,4,4,15,4,2,0,0,85000
2315,4,4,43,35,1,10,0,90000
2400,4,4,31,25,1,1,0,90000
2540,4,4,39,16,2,10,0,80000
3200,6,4,45,18,1,10,0,100000
1900,3,4,17,5,1,10,0,93000
2500,4,4,31,20,1,10,0,99000
2750,4,4,31,22,1,1,0,95000
3200,6,4,45,17,1,10,0,100000
1800,3,4,17,4,1,10,0,90000
2090,4,4,44,5,1,10,0,100000
2500,4,4,31,18,1,1,0,85000
3200,6,4,45,19,1,10,0,100000
2650,4,4,31,4,1,10,0,100000
2090,4,4,44,20,2,10,0,100000
2120,4,4,31,30,1,10,0,90000
2065,4,4,45,21,1,10,0,90000
2350,4,4,31,28,1,1,0,90000
2090,4,4,44,24,1,10,0,90000
2250,3,4,31,28,1,1,0,92000
2120,4,4,31,30,1,1,0,90000
2800,4,4,31,29,1,1,0,90000
2700,4,4,31,23,1,1,0,88000
2900,4,4,31,10,0,1,0,95000
2000,4,4,27,17,1,7,0,110000
2400,5,4,22,11,1,7,0,110000
3800,4,4,29,16,0,10,0,125000
1850,3,4,22,15,0,4,0,115000
3100,4,4,21,10,2,10,0,105000
2400,4,4,12,9,2,4,0,110000
1800,3,4,18,9,1,10,0,110000
2525,4,4,31,28,1,10,0,110000
2100,4,4,16,10,2,4,0,125000
3200,4,4,9,6,1,10,0,125000
2600,3,4,22,1,2,10,0,110000
2475,4,4,10,5,1,10,0,105000
2090,4,4,45,29,0,10,0,115000
1350,4,4,10,7,2,10,0,120000
1950,4,4,15,7,0,0,0,125000
1850,3,4,6,5,0,10,0,125000
2200,4,4,20,14,0,10,0,120000
1995,4,4,20,4,1,1,0,120000
2200,4,4,50,7,0,10,0,105000
2900,5,4,16,9,1,4,0,115000
2600,3,4,10,7,1,4,0,125000
2500,3,4,7,3,0,1,0,125000
2326,3,4,29,18,2,10,0,125000
2920,4,4,21,8,0,10,0,118000
1850,4,4,21,1,2,10,0,125000
2365,4,4,22,4,1,7,0,120000
2044,4,4,21,1,2,1,0,120000
2350,4,4,20,3,1,7,0,115000
2700,6,4,27,11,1,7,0,125000
3000,4,4,8,2,1,4,0,110000
2200,4,4,17,12,0,10,0,120000
2700,4,4,22,15,0,10,0,112000
2400,4,4,9,7,0,4,0,112000
2000,4,4,20,3,2,1,0,120000
3259,6,4,18,14,1,10,0,125000
2280,4,4,24,10,1,10,0,125000
2500,4,4,12,5,2,10,0,110000
2100,4,4,8,7,2,10,0,125000
2250,4,4,58,40,2,10,0,115000
2500,4,4,21,6,2,1,0,125000
1700,4,4,23,10,1,1,0,105000
1820,3,4,30,12,1,1,0,115000
2815,4,4,45,16,2,10,0,120000
2726,4,4,40,34,2,10,0,110000
1500,2,4,7,2,1,10,0,115000
2820,4,4,45,18,2,10,0,105000
2370,4,4,22,10,0,10,0,125000
2400,4,4,20,14,2,4,0,110000
2190,4,4,27,13,2,10,0,110000
2100,4,4,20,10,0,10,0,120000
2100,4,4,17,11,0,1,0,120000
2050,4,4,9,6,2,10,0,125000
1850,3,4,22,12,0,10,0,122000
1800,4,4,25,14,0,10,0,125000
2400,4,4,18,9,1,10,0,120000
2450,4,4,14,7,1,4,0,125000
2600,4,4,29,17,1,1,0,125000
2021,4,4,13,6,0,10,0,110000
2550,5,4,14,13,1,4,0,110000
3300,4,4,15,5,2,10,0,125000
2500,4,4,15,10,2,10,0,120000
3350,4,4,30,11,1,8,0,112921
2200,5,4,15,10,1,10,0,125000
2300,5,4,7,6,0,10,0,120000
1950,5,4,27,14,1,1,0,125000
2410,4,4,21,6,1,1,0,110000
2366,4,4,14,12,2,10,0,110000
1600,4,4,15,14,2,10,0,115000
