area,bathroom_num,bedroom_num,floor_count,floor_num,furnishing,locality,type,price
550,1,1,8,5,2,0,0,37000
450,2,1,10,2,0,10,0,33000
680,2,1,20,9,0,10,0,35000
400,2,1,3,0,1,10,0,35000
476,1,1,22,10,2,10,0,35000
410,1,1,14,11,2,10,0,35000
650,1,1,4,1,1,10,0,32000
750,2,1,7,5,2,10,0,33000
500,1,1,4,2,2,2,0,38000
560,1,1,24,13,2,10,0,35000
550,1,1,6,1,1,10,0,35000
655,2,1,15,5,0,10,0,35000
530,1,1,6,4,0,10,0,32000
685,2,1,7,5,1,10,0,35000
750,2,1,14,14,2,10,0,35000
500,1,1,10,7,1,10,0,36000
750,2,1,14,14,0,1,0,36000
600,1,1,3,3,2,10,0,35000
590,2,1,4,2,0,10,0,33000
600,1,1,8,4,1,2,0,35000
700,2,1,14,3,1,10,0,35000
650,2,1,6,3,0,10,0,32000
600,1,1,7,5,1,0,0,35000
780,2,1,3,2,2,4,0,32000
500,1,1,14,5,2,10,0,36000
550,1,1,25,10,2,10,0,36000
560,1,1,4,1,1,10,0,35000
600,1,1,7,4,2,10,0,32000
700,2,1,7,4,1,10,0,32000
550,1,1,15,7,2,10,0,35000
460,1,1,3,1,0,10,1,32000
540,1,1,6,2,0,10,0,34000
256,1,1,17,12,0,10,3,35000
660,2,1,6,2,2,10,0,33000
620,2,1,9,4,2,10,0,32000
900,1,1,6,3,2,10,1,35000
650,1,1,23,14,2,10,0,32000
650,2,1,9,8,2,10,0,32000
600,2,1,7,3,1,1,0,38000
560,2,1,7,3,0,6,0,35000
655,1,1,7,4,0,10,0,35000
600,2,1,6,6,2,1,0,35000
650,1,1,7,4,2,10,0,32000
689,2,1,12,1,0,7,0,38000
550,1,1,5,1,0,9,0,35000
500,2,1,3,0,2,10,1,35000
550,1,1,23,8,2,10,0,38000
500,1,1,6,4,0,10,0,35000
550,1,1,7,2,0,10,0,35000
363,1,1,29,23,2,10,0,37000
360,1,1,21,14,1,10,0,37000
400,1,1,4,3,0,0,0,32000
500,1,1,9,6,1,10,0,35000
680,1,1,7,4,2,1,0,35000
625,1,1,4,4,0,10,0,33000
533,2,1,7,0,0,10,0,35000
527,2,1,16,13,2,10,0,35000
625,2,1,12,11,0,0,0,36000
500,1,1,6,2,2,1,0,35000
350,1,1,4,4,0,10,0,35000
831,2,1,22,22,2,7,0,33000
750,2,1,4,4,0,10,0,36000
480,1,1,12,5,0,10,0,35000
200,1,1,3,1,1,10,1,35000
650,1,1,7,6,0,3,0,35000
280,1,1,7,7,0,10,0,32000
550,1,1,7,4,1,10,0,38500
500,1,1,16,11,2,10,0,35000
450,1,1,3,3,2,10,0,37500
550,1,1,4,4,2,10,0,38000
550,1,1,4,3,0,10,1,35000
360,1,1,7,6,1,10,0,35000
610,2,1,7,7,1,7,0,34000
750,1,1,4,3,1,10,0,33000
615,2,1,7,3,0,10,0,35000
600,1,1,7,6,0,10,0,35000
600,2,1,9,5,1,10,0,37000
540,1,1,6,2,0,10,0,34000
712,2,1,12,4,0,0,0,37000
450,1,1,3,0,1,10,0,36000
400,1,1,7,1,2,10,0,35000
475,1,1,7,6,1,10,0,35000
569,2,1,6,1,2,10,0,32000
550,1,1,5,1,2,10,0,32000
400,1,1,7,1,2,10,0,35000
500,2,1,4,2,1,10,0,35000
600,2,1,3,2,2,10,0,38000
500,1,1,5,3,1,2,0,39000
575,2,1,6,4,2,10,0,32000
600,1,1,7,1,2,10,0,37000
600,1,1,7,7,1,1,0,37000
831,2,1,22,22,2,7,0,32000
750,1,1,7,6,2,10,0,33000
550,1,1,4,0,1,1,0,35000
600,2,1,7,4,0,10,0,38000
540,2,1,7,7,0,10,0,35000
450,1,1,2,0,0,1,0,32000
550,1,1,4,2,0,10,0,38000
500,2,1,4,1,0,10,0,35000
600,2,1,7,7,0,10,0,32000
650,2,1,7,2,2,10,0,32000
550,1,1,7,2,2,1,0,33000
550,1,1,7,1,2,10,0,33000
450,1,1,3,0,1,10,0,35000
410,1,1,4,3,0,10,0,32000
656,2,1,12,12,1,10,0,32000
650,2,1,20,2,1,10,0,35000
675,1,1,3,1,2,10,0,32000
480,1,1,4,4,2,10,0,35000
480,2,1,6,6,2,10,0,35000
510,2,1,6,1,2,1,0,32000
550,1,1,4,0,2,10,1,35000
585,1,1,4,1,0,10,0,32000
700,1,1,7,6,2,10,0,35000
700,2,1,9,4,0,5,0,35000
585,2,1,7,3,1,10,0,34000
540,1,1,5,4,0,10,0,34000
500,1,1,20,7,2,10,0,33000
300,2,1,7,1,1,1,0,35000
420,1,1,5,0,1,10,0,39000
470,1,1,20,3,1,10,0,36000
675,2,1,8,5,0,5,0,35000
650,2,1,7,3,0,10,0,35000
400,1,1,4,2,0,10,0,35000
600,2,1,10,9,2,10,0,32000
400,1,1,5,3,0,10,0,35000
460,1,1,7,6,0,10,0,37000
330,1,1,10,7,0,10,0,35000
545,1,1,6,6,0,10,0,38000
585,1,1,7,3,0,10,0,36000
550,1,1,7,4,0,10,0,32000
565,2,1,7,4,0,1,0,35000
430,2,1,34,12,1,10,0,35000
460,1,1,23,14,1,10,0,35000
600,1,1,3,3,2,10,0,32000
550,1,1,3,3,0,1,0,35500
430,1,1,4,0,1,10,0,33000
575,2,1,7,6,0,10,0,32000
580,2,1,16,15,0,7,0,35000
635,2,1,7,5,0,10,0,35000
600,1,1,3,2,2,10,0,37000
600,2,1,14,11,1,10,0,38000
650,2,1,10,5,2,10,0,35000
900,1,1,3,1,1,10,0,37000
700,1,1,12,7,1,0,0,36000
750,2,1,3,3,0,1,0,34500
600,2,1,7,3,2,7,0,32000
650,1,1,7,3,1,7,0,38000
700,1,1,14,7,1,10,0,34999
600,1,1,7,2,0,10,0,36000
650,1,1,10,7,2,10,0,33000
600,2,1,7,5,0,0,0,32000
650,1,1,7,3,1,10,0,32000
600,2,1,7,2,0,10,0,37000
600,1,1,39,21,1,10,0,38000
550,1,1,3,3,1,10,0,35000
880,2,1,14,8,1,4,0,38000
650,2,1,7,2,1,10,0,38000
750,1,1,15,5,1,0,0,37000
575,1,1,7,3,1,10,0,35000
850,2,1,20,5,2,10,0,34000
650,1,1,4,3,1,0,0,32000
650,2,1,16,9,2,10,0,32000
650,1,1,7,3,1,7,0,38000
550,1,1,14,5,1,10,0,33000
550,1,1,7,1,1,7,0,32000
570,2,1,7,4,1,7,0,33000
666,2,1,12,-1,1,4,0,36000
550,1,1,4,3,0,1,0,38000
550,1,1,22,14,2,10,0,38000
550,1,1,6,3,0,10,0,36000
750,2,1,3,3,2,0,0,32000
615,2,1,14,11,0,10,0,35000
650,2,1,7,4,0,0,0,32000
580,1,1,4,1,2,10,0,32000
750,1,1,4,3,1,10,0,32000
650,2,1,7,7,1,10,0,38000
458,1,1,18,9,1,10,0,37000
650,2,1,7,3,0,0,0,32000
500,2,1,22,15,1,9,0,35000
600,2,1,7,6,0,10,0,35000
650,2,1,7,5,1,10,0,38000
550,1,1,12,5,2,10,0,35000
650,2,1,3,2,1,10,0,35000
620,1,1,12,8,2,5,0,33000
575,2,1,12,5,1,10,0,32000
550,2,1,30,8,2,10,0,35000
650,2,1,23,15,2,10,0,35000
680,2,1,14,5,0,10,0,35000
680,2,1,14,5,0,1,0,35000
600,1,1,4,2,2,10,0,32000
700,2,1,7,3,2,4,0,37000
650,2,1,4,2,0,10,0,32000
550,2,1,7,5,2,4,0,33000
765,2,1,22,7,1,7,0,35000
785,2,1,14,7,1,10,0,36000
550,2,1,3,1,2,10,0,33000
595,1,1,7,6,0,5,0,32000
720,2,1,10,4,2,0,0,32000
650,2,1,7,1,1,4,0,32000
650,1,1,20,16,1,10,0,35000
650,1,1,7,4,2,10,0,35000
650,1,1,4,1,1,10,0,32000
728,2,1,20,12,2,10,0,39000
625,2,1,12,8,1,0,0,33000
550,2,1,21,6,2,10,0,35000
650,1,1,6,2,2,10,0,32000
680,2,1,17,6,0,4,0,35000
650,1,1,4,3,2,10,0,32000
560,1,1,7,6,0,10,0,38000
486,1,1,20,11,2,9,0,35000
570,1,1,11,6,2,10,0,33000
700,2,1,14,4,0,7,0,38000
700,1,1,12,9,2,10,0,35000
550,1,1,16,6,1,9,0,34000
800,2,1,5,3,0,10,0,34000
600,2,1,4,3,0,10,0,39000
550,1,1,20,12,2,9,0,32000
569,1,1,11,4,1,10,0,32000
550,1,1,4,0,2,10,0,36000
400,2,1,7,3,1,10,0,35000
540,1,1,22,6,2,10,0,39000
450,1,1,7,5,2,10,0,35000
700,2,1,12,7,0,10,0,36000
620,2,1,14,14,0,1,0,37000
650,1,1,21,18,2,9,0,38000
450,1,1,7,1,2,10,0,38000
700,2,1,7,-2,0,7,0,36000
603,2,1,7,3,0,7,0,33000
550,1,1,4,3,1,10,0,36000
650,1,1,8,4,2,10,0,32000
680,2,1,14,4,0,10,0,32000
750,1,1,20,-2,2,0,0,37000
650,1,1,14,8,0,10,0,32000
680,2,1,16,4,2,0,0,36000
650,1,1,4,3,2,10,0,32000
950,2,1,14,-1,2,10,0,37000
650,2,1,7,3,2,10,0,32000
520,1,1,7,6,2,10,0,37000
1000,1,1,3,0,1,4,0,35000
550,1,1,3,3,0,10,0,36000
650,2,1,9,4,0,0,0,37000
654,2,1,7,2,1,10,0,39000
500,1,1,21,20,1,10,0,37000
720,2,1,12,12,2,0,0,37000
750,2,1,22,7,2,7,0,35000
750,1,1,7,3,1,10,0,36000
575,1,1,8,2,2,10,0,35000
670,1,1,4,3,0,10,0,39000
650,2,1,12,6,1,10,0,33000
650,1,1,7,3,0,4,0,35000
575,1,1,7,3,0,5,0,32000
650,2,1,6,3,1,1,0,35000
750,2,1,7,5,0,10,0,32000
700,2,1,4,2,0,10,0,32000
550,1,1,6,3,1,10,0,34500
650,2,1,3,1,2,10,0,37000
500,1,1,7,3,2,10,0,37000
710,2,1,13,8,1,10,0,34300
610,1,1,7,4,0,10,0,32000
585,1,1,14,12,1,10,0,38000
650,1,1,10,2,0,10,0,35000
650,2,1,8,4,1,10,0,32000
700,1,1,12,3,2,10,0,38000
400,2,1,7,4,1,10,0,32000
650,2,1,13,6,2,10,0,32000
640,2,1,7,5,1,10,0,35000
500,1,1,7,4,1,10,0,35000
668,2,1,19,8,1,10,0,34500
600,2,1,4,1,2,1,0,35000
580,1,1,7,2,2,10,0,35000
550,2,1,4,3,0,10,0,32000
620,2,1,23,12,1,10,0,33000
575,1,1,7,3,0,5,0,32000
635,2,1,22,7,1,0,0,38000
625,1,1,7,2,0,10,0,33000
450,1,1,20,18,2,10,0,32000
700,2,1,7,5,2,10,0,37000
560,1,1,6,5,0,1,0,38000
750,2,1,3,2,0,10,0,34000
460,1,1,20,12,2,9,0,36000
750,2,1,14,7,2,4,0,35000
520,1,1,22,20,1,10,0,36000
620,1,1,22,5,1,10,0,32000
600,2,1,20,2,2,10,0,35000
700,1,1,8,7,0,10,0,32000
750,2,1,16,8,1,4,0,35000
600,1,1,4,0,0,10,1,32000
650,1,1,21,15,1,10,0,35000
650,1,1,7,3,0,1,0,35000
700,2,1,12,5,2,4,0,35000
425,1,1,7,5,2,10,0,32000
565,1,1,7,5,2,10,0,33000
550,1,1,16,8,0,10,0,35000
650,2,1,3,1,2,0,0,32000
600,1,1,6,3,2,10,0,36000
650,2,1,15,7,1,10,0,34500
500,1,1,23,12,2,9,0,32000
500,1,1,7,3,2,10,0,32000
640,2,1,22,18,2,5,0,32000
650,1,1,7,4,2,10,0,36000
450,1,1,4,0,1,10,0,32000
530,1,1,23,12,2,10,0,37000
650,1,1,10,9,1,10,0,37000
680,1,1,11,4,2,10,0,32000
700,2,1,6,5,0,1,0,37000
650,1,1,18,6,2,10,0,35000
670,2,1,13,8,0,10,0,35000
700,2,1,5,2,0,10,0,35000
630,1,1,7,5,2,10,0,33000
600,1,1,12,3,2,10,0,32000
550,1,1,7,4,0,10,0,35000
600,1,1,4,1,2,10,0,34000
600,2,1,14,6,1,10,0,32000
625,1,1,12,10,0,5,0,33000
650,1,1,7,5,1,10,0,34000
530,1,1,3,2,0,10,0,35000
620,2,1,4,2,0,0,0,32000
750,2,1,13,9,2,10,0,33000
650,2,1,7,5,1,7,0,35000
650,2,1,18,13,2,5,0,35000
600,1,1,8,4,1,10,0,35000
650,2,1,7,4,2,10,0,32000
500,2,1,6,2,1,10,0,33000
550,1,1,3,1,0,10,0,32000
885,2,1,20,18,2,10,0,36000
505,1,1,7,-1,2,7,0,32000
664,2,1,7,1,2,4,0,32000
550,1,1,7,3,1,10,0,38000
490,2,1,39,2,0,10,0,38000
550,1,1,7,4,0,10,0,37000
480,1,1,3,0,0,10,0,32000
679,2,1,13,4,1,4,0,36000
650,2,1,25,10,0,10,0,32000
450,1,1,12,7,0,1,0,38000
550,2,1,8,4,1,10,0,36000
600,1,1,8,6,2,0,0,38000
450,1,1,7,3,2,10,0,37000
625,2,1,8,5,0,10,0,33000
450,1,1,11,5,0,10,0,35000
500,1,1,21,10,2,10,0,35000
620,2,1,7,2,1,1,0,35000
650,1,1,15,4,1,1,0,37000
650,2,1,12,3,0,10,0,34000
550,1,1,7,4,2,10,0,33000
530,1,1,8,4,2,10,0,35000
750,2,1,7,6,1,1,0,37000
700,2,1,7,3,2,7,0,32000
700,2,1,4,3,1,10,1,34000
650,1,1,7,4,2,10,0,38000
650,2,1,14,4,0,1,0,36000
575,1,1,12,9,0,10,0,38000
570,2,1,7,5,2,10,0,32000
550,1,1,4,1,0,1,0,35000
550,1,1,3,1,0,10,0,37000
750,2,1,14,5,1,10,0,35000
550,1,1,7,4,0,10,0,36000
650,2,1,7,5,2,1,0,35000
655,1,1,14,2,1,10,0,35500
600,2,1,10,8,2,10,0,32000
600,1,1,7,3,0,0,0,32000
650,2,1,7,2,0,10,0,35000
695,1,1,20,10,1,10,0,36000
700,2,1,18,10,2,7,0,32000
650,1,1,4,2,2,10,0,38000
850,2,1,15,5,2,10,0,37000
550,1,1,17,10,1,10,0,36000
700,1,1,7,3,2,10,0,33000
425,2,1,22,10,1,9,0,35000
520,1,1,4,0,0,10,0,35000
650,2,1,22,11,2,4,0,35000
650,2,1,8,5,0,10,0,35000
650,1,1,7,2,0,1,0,34000
600,1,1,3,3,1,10,0,32000
650,2,1,10,4,1,10,0,32000
550,1,1,19,7,1,10,0,36000
580,2,1,22,9,2,10,0,35000
620,2,1,8,4,0,10,0,34000
610,1,1,6,2,1,10,0,37000
500,2,1,7,6,0,10,0,35000
500,1,1,21,20,2,10,0,32000
670,2,1,3,3,1,10,0,35000
668,2,1,11,1,1,0,0,36500
750,1,1,10,8,2,0,0,32000
700,1,1,5,3,2,10,0,36000
700,1,1,12,7,0,10,0,36500
500,2,1,22,20,2,10,0,36000
620,1,1,2,2,2,10,0,32000
500,1,1,24,10,1,10,0,35000
650,1,1,22,10,1,1,0,35000
580,2,1,7,4,1,10,0,37000
720,2,1,7,5,1,10,0,37000
600,1,1,5,4,2,0,0,35000
550,1,1,3,1,1,10,0,32000
950,2,1,8,3,1,10,0,32000
472,1,1,6,6,0,10,0,34000
650,1,1,8,2,2,10,0,36000
610,1,1,5,4,0,10,0,35000
750,2,1,7,4,1,1,0,35000
550,1,1,7,6,2,10,0,38000
660,1,1,17,12,1,10,0,35000
1000,1,1,6,3,2,10,1,35000
780,1,1,22,16,2,10,0,35000
650,2,1,9,7,2,10,0,32000
600,1,1,7,3,0,6,0,35000
655,1,1,7,4,0,5,0,35000
600,2,1,8,6,1,1,3,35000
600,1,1,2,1,1,10,1,37000
630,2,1,7,4,2,10,0,34000
650,2,1,10,5,1,10,0,35000
650,2,1,3,1,1,10,1,35000
700,2,1,6,3,0,10,0,39500
650,2,1,7,2,1,10,0,38000
700,1,1,15,4,1,10,0,36999
650,2,1,7,4,0,0,0,36000
650,1,1,6,4,2,10,0,32000
600,2,1,22,3,0,10,0,36000
600,2,1,6,5,1,10,0,38000
664,2,1,7,4,2,4,0,33000
650,2,1,14,7,0,7,0,32000
700,1,1,12,8,1,0,0,36000
800,1,1,8,3,1,10,0,32000
590,1,1,7,5,2,10,0,35000
600,2,1,7,4,1,10,0,37000
615,2,1,7,1,1,7,0,32000
950,1,1,7,-1,2,10,0,38000
550,2,1,7,5,0,7,0,36000
600,1,1,18,-1,1,4,0,32000
500,1,1,4,3,1,1,0,35000
560,1,1,24,11,2,9,0,38000
550,1,1,16,6,2,10,0,38000
550,1,1,7,-1,2,10,0,39000
677,2,1,23,22,1,10,0,34000
720,2,1,10,4,2,10,0,33000
600,2,1,4,1,2,1,0,36000
550,1,1,5,2,1,10,0,32000
720,2,1,11,4,2,0,0,33500
560,1,1,22,16,2,10,0,35000
650,2,1,14,13,0,7,0,36000
650,2,1,4,2,1,10,0,35000
550,2,1,7,2,2,4,0,34000
550,1,1,3,3,1,10,0,35000
525,1,1,7,3,2,10,0,36000
650,2,1,23,12,2,9,0,35000
650,2,1,16,9,1,0,0,38000
765,2,1,22,19,2,7,0,32000
600,1,1,7,6,1,10,0,36000
650,1,1,4,3,1,4,0,32000
620,2,1,7,6,0,0,0,34000
700,2,1,8,4,1,4,0,35000
750,1,1,7,4,1,4,0,35000
650,2,1,5,2,2,10,0,32000
790,2,1,4,2,1,10,0,32000
600,1,1,6,4,1,10,0,33000
532,2,1,7,3,0,0,0,34000
525,2,1,22,7,2,10,0,35000
560,1,1,13,9,2,10,0,32000
650,2,1,7,3,1,4,0,35000
555,2,1,7,2,1,1,0,34000
400,1,1,5,3,0,10,0,32000
660,1,1,7,3,2,10,0,39000
650,2,1,14,4,1,0,0,36000
620,2,1,18,12,1,7,0,39000
650,1,1,5,0,2,10,0,32000
500,1,1,23,19,1,10,0,35000
650,2,1,10,4,2,0,0,32000
550,1,1,20,10,0,9,0,37000
625,1,1,14,4,2,10,0,35000
400,1,1,21,14,2,10,0,33000
550,2,1,22,17,2,10,0,35000
550,2,1,6,5,1,10,0,38000
750,2,1,12,7,2,10,0,36000
500,2,1,21,8,2,10,0,35000
500,1,1,22,16,1,9,0,38000
650,2,1,22,9,1,10,0,32000
650,2,1,14,10,2,7,0,37000
560,1,1,9,9,2,10,0,38000
680,2,1,7,6,0,10,0,35000
650,1,1,11,4,2,10,0,32000
820,2,1,12,7,2,10,0,33000
650,1,1,4,2,2,10,0,38000
552,2,1,10,6,0,10,0,38000
650,1,1,3,0,1,10,0,35000
500,2,1,14,3,1,10,0,32000
450,2,1,10,4,0,0,0,35000
630,2,1,7,5,1,1,0,39000
500,1,1,21,10,2,10,0,37000
635,2,1,11,10,2,0,0,32000
580,1,1,7,5,1,7,0,34000
700,1,1,16,10,2,1,0,38000
510,1,1,10,1,1,10,0,32000
675,2,1,4,2,0,10,0,36000
570,1,1,12,6,0,10,0,32000
650,2,1,14,8,2,4,0,33000
650,2,1,22,18,2,0,0,39000
700,2,1,3,2,1,10,0,38000
450,1,1,7,3,1,10,0,35000
821,1,1,19,12,1,10,0,38500
600,1,1,7,3,0,7,0,33000
585,2,1,14,2,2,10,0,35000
615,2,1,18,11,1,7,0,34000
650,2,1,8,2,2,10,0,34000
700,1,1,7,3,0,10,0,32000
650,2,1,5,3,1,10,0,32500
580,2,1,4,1,1,10,0,35000
620,2,1,14,4,0,4,0,35000
350,1,1,4,2,0,10,0,35000
665,2,1,24,10,2,10,0,37000
400,1,1,2,1,0,10,0,35000
600,1,1,7,1,2,10,0,37000
690,1,1,11,7,1,10,0,34000
451,2,1,22,14,2,10,0,37000
625,1,1,5,3,1,10,0,32000
450,1,1,20,16,2,10,0,38000
600,2,1,12,4,1,10,0,36000
600,1,1,4,2,0,1,0,38000
758,1,1,23,18,2,10,0,35000
650,2,1,14,6,2,4,0,32000
620,2,1,12,-1,0,10,0,34000
350,1,1,3,2,1,9,0,32000
550,1,1,7,7,1,10,0,38000
690,1,1,20,1,0,10,0,36500
700,2,1,7,3,1,5,0,35000
650,2,1,7,2,2,10,0,32000
600,1,1,7,6,0,10,0,32000
550,1,1,3,3,0,10,0,32000
700,2,1,7,5,0,10,0,33000
750,1,1,23,6,1,10,0,35000
645,2,1,20,19,2,10,0,38000
660,2,1,10,5,2,4,0,35000
510,2,1,23,10,2,10,0,35000
585,2,1,14,6,1,10,0,35000
500,1,1,16,12,1,10,0,38000
650,2,1,7,4,1,0,0,33000
675,1,1,6,4,2,10,0,35000
650,2,1,13,6,1,10,0,32500
651,1,1,23,8,2,9,0,35000
450,1,1,4,0,2,10,0,38000
640,2,1,22,18,2,5,0,32000
650,1,1,7,2,2,10,0,35000
500,2,1,12,7,2,10,0,32000
530,1,1,23,15,2,10,0,39000
500,1,1,7,5,2,10,0,38000
680,1,1,21,13,2,0,0,37000
700,2,1,6,5,0,1,0,37000
650,1,1,18,5,1,10,0,35000
650,2,1,7,4,2,4,0,32000
580,1,1,12,7,2,10,0,33000
725,2,1,12,2,2,10,0,38000
550,1,1,4,1,1,10,0,35000
600,2,1,14,6,1,10,0,32000
700,2,1,18,10,0,10,0,32000
650,2,1,10,5,1,10,0,38000
665,2,1,22,15,2,0,0,38000
700,1,1,7,5,0,4,0,36000
700,2,1,7,5,1,10,0,35000
640,2,1,14,12,2,10,0,36000
750,1,1,10,2,1,10,0,35000
750,1,1,13,6,0,4,0,35000
600,1,1,4,2,1,10,0,38000
700,2,1,19,4,2,10,0,32000
750,2,1,7,4,2,7,0,36000
650,2,1,16,15,2,4,0,35000
650,1,1,13,6,1,10,0,38000
490,1,1,22,10,1,9,0,37000
800,1,1,4,1,1,10,0,35000
600,1,1,21,18,0,10,0,39000
600,1,1,12,2,2,10,0,34000
920,2,1,7,3,2,10,0,37000
650,1,1,10,5,0,10,0,34000
650,1,1,8,4,0,1,0,37000
330,1,1,3,2,0,10,0,35000
503,2,1,16,16,1,5,0,35000
521,1,1,7,3,2,10,0,35000
650,1,1,7,5,2,10,0,35000
550,1,1,7,2,2,10,0,32000
600,1,1,7,3,1,10,0,38000
700,2,1,9,7,2,10,0,38000
650,2,1,12,3,2,10,0,34000
510,1,1,24,19,1,10,0,32000
650,1,1,7,2,1,1,0,38000
600,2,1,7,4,0,10,0,35000
575,2,1,7,4,2,10,0,32000
590,2,1,7,5,2,7,0,37000
650,1,1,12,8,2,10,0,32000
640,1,1,3,1,1,4,0,32000
900,1,1,12,2,0,0,0,35000
650,2,1,7,5,0,1,0,35000
650,1,1,10,8,2,10,0,33100
600,1,1,12,5,0,10,0,33500
675,2,1,22,9,1,10,0,38000
615,1,1,6,5,1,10,0,34000
650,1,1,7,5,1,10,0,32500
780,2,1,11,9,2,10,0,35000
550,2,1,21,6,2,10,0,32000
800,2,1,7,1,0,10,0,39000
450,1,1,18,8,1,10,0,38000
600,1,1,4,2,2,0,0,35000
450,2,1,13,5,2,4,0,32000
650,1,1,8,5,0,0,0,32000
650,1,1,9,5,2,10,0,39000
750,1,1,4,3,1,10,0,35000
850,2,1,6,2,2,10,0,36000
850,1,1,4,4,1,10,0,38000
500,1,1,7,3,2,10,0,35000
572,2,1,11,10,2,10,0,32000
500,1,1,5,2,2,10,0,35000
560,2,1,5,0,1,10,0,32000
550,1,1,7,2,0,10,0,38000
575,2,1,18,10,0,10,0,35000
630,1,1,6,3,1,10,0,39000
600,2,1,5,3,1,10,0,35000
650,2,1,22,17,2,10,0,38000
580,1,1,8,2,0,10,0,35000
800,1,1,17,10,2,10,0,35000
500,1,1,8,4,1,10,0,36000
600,2,1,6,2,2,10,1,35000
650,2,1,11,3,2,10,0,32000
550,1,1,10,8,1,1,0,35000
600,2,1,10,7,2,7,0,36000
625,1,1,7,2,2,7,0,32000
650,2,1,10,5,1,10,0,35000
620,2,1,3,1,2,10,1,37000
650,1,1,7,3,1,7,0,38000
650,2,1,7,6,0,0,0,36000
700,2,1,16,16,1,0,0,38000
600,1,1,7,2,2,10,0,32000
675,1,1,20,14,0,10,0,38000
600,2,1,6,5,1,10,0,35000
720,2,1,7,2,2,4,0,32000
600,2,1,7,5,0,10,0,37000
550,2,1,7,2,0,10,0,35000
600,2,1,7,6,1,7,0,35000
650,1,1,8,6,2,10,0,36000
575,1,1,4,3,2,10,0,32000
475,1,1,18,18,1,10,0,32000
550,2,1,7,6,0,10,0,33000
620,2,1,7,4,2,10,0,32000
650,2,1,7,4,2,10,0,34000
614,1,1,4,0,0,0,0,32300
630,2,1,14,13,0,10,0,35000
650,1,1,6,5,0,10,0,32000
700,2,1,4,1,2,10,0,32000
620,2,1,14,10,0,10,0,36000
550,1,1,7,1,2,10,0,32000
600,2,1,7,1,0,0,0,33000
650,2,1,7,5,1,10,0,35000
550,1,1,7,4,0,4,0,32000
640,2,1,7,3,2,10,0,38000
700,1,1,4,2,1,10,0,35000
780,2,1,20,11,1,10,0,38000
475,1,1,19,13,2,10,0,35000
650,2,1,7,4,1,4,0,32000
550,1,1,8,1,1,10,0,35000
650,2,1,22,5,2,10,0,33000
500,1,1,23,13,1,10,0,38000
650,1,1,11,4,2,10,0,32000
400,1,1,23,12,0,10,0,35000
550,1,1,21,9,2,9,0,34000
680,1,1,17,12,2,10,0,35000
600,1,1,21,18,2,10,0,35000
450,1,1,17,6,2,10,0,35000
600,1,1,7,2,2,10,0,33000
575,1,1,23,14,2,10,0,38000
525,1,1,22,18,2,9,0,38000
860,2,1,16,11,0,6,0,32000
725,2,1,7,5,0,10,0,36000
550,1,1,12,8,1,10,0,38000
715,2,1,19,12,0,10,0,33000
650,1,1,7,5,0,10,0,35000
650,2,1,12,6,2,10,0,33000
650,1,1,15,10,2,10,0,35000
900,1,1,12,1,2,10,0,35000
650,2,1,12,6,0,10,0,35000
615,2,1,7,5,1,10,0,39000
500,2,1,7,4,2,10,0,32000
720,2,1,13,8,2,0,0,32000
580,1,1,7,5,1,7,0,34000
610,1,1,7,4,2,10,0,36500
625,1,1,7,2,1,10,0,33000
680,2,1,10,4,0,10,0,35000
780,2,1,7,3,0,4,0,35000
800,2,1,14,11,2,10,0,35000
665,2,1,7,4,1,10,0,38500
600,1,1,4,2,2,10,0,39000
500,1,1,20,18,2,10,0,32000
821,1,1,19,8,1,10,0,38000
650,1,1,7,7,1,10,0,32000
585,2,1,7,6,2,10,0,32000
700,1,1,12,1,0,7,0,37000
500,1,1,4,2,0,10,0,35000
530,2,1,10,5,2,10,0,33000
550,2,1,18,11,2,10,0,34000
600,2,1,7,6,1,10,0,35000
665,2,1,19,6,1,10,0,38000
500,2,1,8,7,1,1,0,35000
650,1,1,7,-1,2,10,0,35000
695,1,1,20,11,0,10,0,35000
451,2,1,22,14,2,10,0,37500
625,1,1,5,2,1,10,0,35000
490,1,1,10,3,2,10,0,35000
1000,1,1,8,7,1,1,0,33000
756,1,1,23,18,1,9,0,35000
750,2,1,14,7,2,4,0,38000
728,1,1,12,-1,1,10,0,33000
400,1,1,3,1,1,9,0,35000
550,1,1,7,7,1,10,0,35000
550,1,1,7,2,0,7,0,34000
550,2,1,7,4,2,10,0,34000
680,1,1,6,2,0,1,0,35000
665,2,1,14,12,2,4,0,35000
470,1,1,7,5,1,10,0,35000
585,2,1,14,9,2,10,0,34000
525,1,1,16,6,1,10,0,32000
650,2,1,11,2,2,0,0,32000
650,2,1,13,9,1,10,0,32222
650,1,1,23,18,2,10,0,34000
600,2,1,2,1,2,10,0,38000
750,2,1,22,19,1,5,0,35000
560,1,1,9,3,2,10,0,35000
530,1,1,19,12,2,9,0,37000
680,1,1,14,8,2,10,0,33000
700,2,1,6,5,0,1,0,37000
690,1,1,7,5,2,5,0,32000
600,1,1,12,4,2,0,0,33000
700,1,1,7,0,2,0,0,32000
585,1,1,4,2,2,10,0,35000
600,1,1,15,11,2,10,0,32000
725,1,1,20,15,1,10,0,33000
630,2,1,8,4,1,10,0,38500
700,1,1,3,2,2,10,0,35000
665,2,1,22,11,1,10,0,38000
700,2,1,14,4,2,4,0,32000
720,2,1,7,5,0,10,0,38000
